sample_idx,position,token_id,token_str,mi_value
0,296,16,"1",0.593867
0,297,11,",",0.231344
0,298,220," ",1.133847
0,299,16,"1",0.265739
0,300,60,"]",0.122776
0,301,400," $",0.763813
0,302,11,",",0.935528
0,303,279," the",0.925993
0,304,1290," right",0.020567
0,305,24413,"-hand",0.165479
0,306,3108," side",0.712641
0,307,1969," must",0.238817
0,308,1083," also",0.232445
0,309,10246," lie",0.126861
0,310,2878," within",0.347147
0,311,419," this",0.248382
0,312,9873," interval",0.513467
0,313,13,".",0.725838
0,314,15277," Therefore",0.256833
0,315,11,",",1.156677
0,316,400," $",0.595105
0,317,1124," \",0.530547
0,318,37018,"frac",0.554063
0,319,69094,"{k",0.534762
0,320,15170,"}{",0.781948
0,321,22,"7",0.200652
0,322,92,"}",0.485254
0,323,1124," \",0.534850
0,324,258,"in",0.428275
0,325,10055," [-",1.006247
0,326,16,"1",1.014917
0,327,11,",",0.289590
0,328,220," ",0.920595
0,329,16,"1",0.199274
0,330,60,"]",0.805063
0,331,400," $",0.971688
0,332,11,",",0.272557
0,333,892," which",0.363486
0,334,23945," implies",0.170906
0,335,429," that",0.305445
0,336,400," $",0.317195
0,337,595," k",0.639435
0,338,1124," \",0.508857
0,339,258,"in",0.682284
0,340,1124," \",0.552630
0,341,19999,"{-",0.519787
0,342,22,"7",0.319030
0,343,11,",",0.425830
0,344,481," -",0.578416
0,345,21,"6",0.574108
0,346,11,",",0.365043
0,347,1124," \",0.502620
0,348,507,"ld",0.609154
0,349,2412,"ots",0.386994
0,350,11,",",0.272624
0,351,220," ",0.437557
0,352,21,"6",0.370355
0,353,11,",",0.271703
0,354,220," ",0.978152
0,355,22,"7",0.126342
0,356,59,"\",0.444111
0,357,92,"}",0.726295
0,358,8672," $.",1.231578
0,359,4354," However",0.500790
0,360,11,",",1.634640
0,361,2474," since",1.554573
0,362,400," $",1.105200
0,363,595," k",1.309843
0,364,400," $",0.930816
0,365,1969," must",0.955787
0,366,387," be",1.287005
0,367,458," an",0.715174
0,368,7546," integer",1.631672
0,369,11,",",1.399542
0,370,279," the",1.176037
0,371,3204," possible",0.856100
0,372,2750," values",0.365207
0,373,315," of",0.653126
0,374,400," $",0.338742
0,375,595," k",0.521224
0,376,400," $",0.934568
0,377,525," are",1.362113
0,378,504," from",0.846570
0,379,400," $",0.369782
0,380,481," -",0.520057
0,381,22,"7",0.635434
0,382,400," $",0.328130
0,383,311," to",0.385458
0,384,400," $",0.355432
0,385,220," ",0.801535
0,386,22,"7",0.308418
0,387,400," $",0.965718
0,388,11,",",1.135000
0,389,28308," inclusive",0.916544
0,390,13,".",1.250003
0,391,2938," That",0.654804
0,392,6696," gives",0.704756
0,393,601," us",0.977032
0,394,264," a",0.840336
0,395,2790," total",0.580740
0,396,315," of",0.867330
0,397,220," ",0.177409
0,398,16,"1",0.238149
0,399,20,"5",0.901145
0,400,3204," possible",1.187200
0,401,7546," integer",0.837264
0,402,2750," values",0.537788
0,403,369," for",0.353315
0,404,400," $",0.324959
0,405,595," k",0.878827
0,406,400," $",1.270847
0,407,382,".

",0.782267
0,408,7039,"Now",0.410819
0,409,11,",",1.411412
0,410,369," for",1.243796
0,411,1817," each",0.877025
0,412,2697," valid",0.773381
0,413,400," $",0.334145
0,414,595," k",0.683694
0,415,400," $",1.022690
0,416,11,",",1.111030
0,417,582," we",0.472968
0,418,646," can",0.760680
0,419,11625," solve",0.196351
0,420,369," for",0.586540
0,421,400," $",0.303927
0,422,856," x",0.675577
0,423,400," $",1.086605
0,424,304," in",0.821905
0,425,279," the",1.002342
0,426,23606," equation",0.264545
0,427,400," $",0.369255
0,428,1124," \",0.647918
0,429,15940,"sin",0.442201
0,430,7,"(",0.861364
0,431,20,"5",0.626490
0,432,87,"x",1.152446
0,433,8,")",0.533111
0,434,284," =",0.301924
0,435,1124," \",0.603950
0,436,37018,"frac",1.033675
0,437,69094,"{k",0.474249
0,438,15170,"}{",0.756520
0,439,22,"7",0.161899
0,440,92,"}",0.566954
0,441,8672," $.",1.204407
0,442,6771," Let",0.646112
0,443,752," me",0.797558
0,444,2908," consider",1.258053
0,445,1246," how",1.307486
0,446,1657," many",0.736846
0,447,9904," solutions",0.879596
0,448,1817," each",1.189280
0,449,400," $",0.382710
0,450,595," k",0.942272
0,451,400," $",0.912360
0,452,686," will",0.447233
0,453,16792," contribute",1.110676
0,454,382,".

",0.868617
0,455,5338,"First",0.428594
0,456,11,",",1.271512
0,457,1077," let",0.640352
0,458,752," me",0.854999
0,459,5185," note",0.409978
0,460,429," that",1.449255
0,461,279," the",1.296737
0,462,23606," equation",0.919635
0,463,400," $",0.518437
0,464,1124," \",0.663946
0,465,15940,"sin",0.110220
0,466,11520,"(\",0.467741
0,467,15976,"theta",0.423472
0,468,8,")",0.222604
0,469,284," =",0.361068
0,470,272," c",0.734082
0,471,400," $",1.026816
0,472,702," has",1.095786
0,473,1378," two",0.652677
0,474,9904," solutions",0.399629
0,475,304," in",0.667777
0,476,279," the",0.768674
0,477,9873," interval",0.790876
0,478,400," $",0.529266
0,479,508," [",0.506663
0,480,15,"0",0.498547
0,481,11,",",0.435038
0,482,220," ",0.216358
0,483,17,"2",0.436484
0,484,59,"\",0.480140
0,485,2493,"pi",0.194354
0,486,8,")",0.514711
0,487,400," $",0.881363
0,488,979," when",0.891082
0,489,400," $",0.343595
0,490,272," c",0.779371
0,491,1124," \",0.541040
0,492,258,"in",0.342301
0,493,10293," (-",0.496910
0,494,16,"1",0.587091
0,495,11,",",0.270124
0,496,220," ",0.603516
0,497,16,"1",0.282456
0,498,8,")",0.765405
0,499,400," $",1.599912
0,500,11,",",1.472643
0,501,825," one",0.706479
0,502,6291," solution",0.614977
0,503,979," when",0.503635
0,504,400," $",0.279223
0,505,272," c",0.512061
0,506,284," =",0.604442
0,507,1124," \",0.560542
0,508,5187,"pm",0.344810
0,509,16,"1",0.345898
0,510,400," $",1.123353
0,511,11,",",1.462957
0,512,323," and",1.206036
0,513,902," no",0.697658
0,514,9904," solutions",0.600468
0,515,979," when",0.728741
0,516,400," $",0.359702
0,517,272," c",0.639961
0,518,366," <",0.273200
0,519,481," -",0.403537
0,520,16,"1",0.604470
0,521,400," $",0.736097
0,522,476," or",0.744506
0,523,400," $",0.282038
0,524,272," c",0.470199
0,525,861," >",0.281410
0,526,220," ",0.342336
0,527,16,"1",0.365785
0,528,8672," $.",1.283473
0,529,4354," However",0.399996
0,530,11,",",1.466125
0,531,304," in",1.135577
0,532,1039," our",1.010811
0,533,1142," case",0.258598
0,534,11,",",1.260020
0,535,400," $",0.931144
0,536,1124," \",0.512275
0,537,15976,"theta",0.501928
0,538,284," =",0.476722
0,539,220," ",0.336575
0,540,20,"5",0.313734
0,541,87,"x",0.575021
0,542,400," $",0.938967
0,543,11,",",0.497463
0,544,323," and",0.983859
0,545,582," we",0.601841
0,546,525," are",0.693437
0,547,3330," looking",0.556220
0,548,369," for",0.903464
0,549,9904," solutions",0.341773
0,550,304," in",0.683622
0,551,400," $",0.327933
0,552,220," ",0.563848
0,553,15,"0",0.257262
0,554,366," <",0.549679
0,555,856," x",0.344688
0,556,366," <",0.278935
0,557,220," ",0.503956
0,558,17,"2",0.185389
0,559,59,"\",0.874184
0,560,2493,"pi",0.545508
0,561,8672," $.",1.093045
0,562,15277," Therefore",0.225087
0,563,11,",",1.167250
0,564,400," $",0.380861
0,565,1124," \",0.575663
0,566,15976,"theta",0.630840
0,567,284," =",0.318036
0,568,220," ",0.498447
0,569,20,"5",0.375058
0,570,87,"x",0.747776
0,571,400," $",0.478426
0,572,686," will",0.435650
0,573,2088," range",0.204618
0,574,504," from",0.920757
0,575,400," $",0.289480
0,576,220," ",0.564627
0,577,15,"0",0.959501
0,578,400," $",0.722882
0,579,311," to",0.958191
0,580,400," $",0.311595
0,581,220," ",0.233342
0,582,16,"1",0.214083
0,583,15,"0",0.221074
0,584,59,"\",0.483233
0,585,2493,"pi",0.933949
0,586,8672," $.",1.297751
0,587,2055," So",1.040460
0,588,11,",",1.250984
0,589,582," we",0.557627
0,590,1184," need",0.732504
0,591,311," to",0.728124
0,592,2908," consider",1.161786
0,593,279," the",1.129747
0,594,23606," equation",0.497232
0,595,400," $",0.308157
0,596,1124," \",0.676285
0,597,15940,"sin",0.098100
0,598,11520,"(\",0.561880
0,599,15976,"theta",0.622423
0,600,8,")",0.262365
0,601,284," =",0.568879
0,602,1124," \",0.567602
0,603,37018,"frac",0.822210
0,604,69094,"{k",0.485174
0,605,15170,"}{",0.761169
0,606,22,"7",0.281238
0,607,92,"}",0.326900
0,608,400," $",0.552385
0,609,916," over",0.766969
0,610,279," the",0.749335
0,611,9873," interval",0.342388
0,612,400," $",0.382698
0,613,220," ",0.689238
0,614,15,"0",0.438950
0,615,366," <",0.480461
0,616,1124," \",0.580073
0,617,15976,"theta",0.535049
0,618,366," <",0.360076
0,619,220," ",0.095918
0,620,16,"1",0.447080
0,621,15,"0",0.324055
0,622,59,"\",0.520503
0,623,2493,"pi",0.868112
0,624,400," $",1.072049
0,625,382,".

",0.857305
0,626,10061,"Let",0.409662
0,627,752," me",0.962426
0,628,23643," analyze",1.074239
0,629,279," the",1.299262
0,630,1372," number",0.173565
0,631,315," of",0.803656
0,632,9904," solutions",1.154372
0,633,369," for",1.232086
0,634,1817," each",1.207200
0,635,400," $",0.376664
0,636,595," k",0.925409
0,637,400," $",1.220608
0,638,1447,":

",0.842118
0,639,16,"1",0.543784
0,640,13,".",1.220467
0,641,3070," **",0.887144
0,642,4498,"When",1.252877
0,643,400," $",0.731875
0,644,1124," \",0.578403
0,645,37018,"frac",0.600183
0,646,69094,"{k",0.404422
0,647,15170,"}{",0.841197
0,648,22,"7",0.239561
0,649,92,"}",0.915596
0,650,284," =",1.091358
0,651,1124," \",0.557351
0,652,5187,"pm",0.588768
0,653,16,"1",0.680509
0,654,400," $",1.258820
0,655,95518,"**:",1.272109
0,656,1096," This",0.591187
0,657,13666," occurs",0.148092
0,658,979," when",0.401444
0,659,400," $",0.396561
0,660,595," k",0.560569
0,661,284," =",0.729670
0,662,1124," \",0.583258
0,663,5187,"pm",0.230049
0,664,22,"7",0.591377
0,665,8672," $.",1.016242
0,666,5005," Then",0.702049
0,667,11,",",1.318693
0,668,400," $",0.575086
0,669,1124," \",0.646716
0,670,15940,"sin",0.144053
0,671,11520,"(\",0.598900
0,672,15976,"theta",0.540625
0,673,8,")",0.351364
0,674,284," =",0.820835
0,675,1124," \",0.582420
0,676,5187,"pm",0.106458
0,677,16,"1",0.748898
0,678,400," $",1.293743
0,679,11,",",0.861205
0,680,892," which",0.935035
0,681,8573," happens",0.549893
0,682,518," at",1.257623
0,683,400," $",0.577815
0,684,1124," \",0.662416
0,685,15976,"theta",0.658405
0,686,284," =",0.844894
0,687,1124," \",0.513647
0,688,37018,"frac",0.104952
0,689,35702,"{\",0.640899
0,690,2493,"pi",0.150020
0,691,15170,"}{",1.468557
0,692,17,"2",0.230663
0,693,92,"}",0.453014
0,694,488," +",0.678520
0,695,308," n",0.308826
0,696,59,"\",0.650111
0,697,2493,"pi",0.881111
0,698,400," $",1.013826
0,699,369," for",1.081290
0,700,25780," integers",0.168481
0,701,400," $",0.275466
0,702,308," n",0.239622
0,703,8672," $.",0.992031
0,704,24236," Within",0.267537
0,705,279," the",0.494015
0,706,9873," interval",0.198516
0,707,400," $",0.307063
0,708,220," ",0.555855
0,709,15,"0",0.330050
0,710,366," <",0.430024
0,711,1124," \",0.690794
0,712,15976,"theta",0.354041
0,713,366," <",0.326836
0,714,220," ",0.632628
0,715,16,"1",0.752212
0,716,15,"0",0.102623
0,717,59,"\",1.064758
0,718,2493,"pi",0.391155
0,719,400," $",0.638609
0,720,11,",",1.043818
0,721,1246," how",0.289569
0,722,1657," many",0.648595
0,723,1741," such",0.868785
0,724,3501," points",0.205639
0,725,525," are",0.182750
0,726,1052," there",0.213508
0,727,1939,"?

",0.969328
0,728,256,"  ",1.146792
0,729,1752," For",1.267500
0,730,400," $",0.632802
0,731,1124," \",0.588792
0,732,15940,"sin",0.148142
0,733,11520,"(\",0.758788
0,734,15976,"theta",0.685416
0,735,8,")",0.321365
0,736,284," =",0.396915
0,737,220," ",0.559408
0,738,16,"1",0.383184
0,739,400," $",0.989489
0,740,11,",",1.133079
0,741,279," the",0.723624
0,742,9904," solutions",0.229476
0,743,525," are",0.877430
0,744,518," at",1.099718
0,745,400," $",0.387494
0,746,1124," \",0.625991
0,747,15976,"theta",0.740798
0,748,284," =",0.560271
0,749,1124," \",0.532425
0,750,37018,"frac",0.315576
0,751,35702,"{\",0.722832
0,752,2493,"pi",0.345425
0,753,15170,"}{",1.653080
0,754,17,"2",0.308919
0,755,2137,"},",0.461050
0,756,1124," \",0.580003
0,757,37018,"frac",0.228371
0,758,90,"{",0.497293
0,759,20,"5",0.747172
0,760,59,"\",1.394669
0,761,2493,"pi",0.501261
0,762,15170,"}{",0.942590
0,763,17,"2",0.155380
0,764,2137,"},",0.711104
0,765,1124," \",0.558040
0,766,37018,"frac",0.750954
0,767,90,"{",0.468041
0,768,24,"9",0.614184
0,769,59,"\",1.703567
0,770,2493,"pi",0.879176
0,771,15170,"}{",1.049459
0,772,17,"2",0.389750
0,773,2137,"},",1.109204
0,774,1124," \",0.521373
0,775,507,"ld",0.798423
0,776,2412,"ots",0.749375
0,777,8672," $.",0.904725
0,778,6771," Let",0.232552
0,779,752," me",0.479054
0,780,1490," see",0.991907
0,781,1246," how",0.635921
0,782,1657," many",1.027619
0,783,315," of",0.193606
0,784,1493," these",0.603331
0,785,525," are",0.368057
0,786,2686," less",0.170061
0,787,1091," than",0.252455
0,788,400," $",0.318895
0,789,220," ",0.542877
0,790,16,"1",0.708806
0,791,15,"0",0.032488
0,792,59,"\",0.739507
0,793,2493,"pi",0.709133
0,794,400," $",0.583129
0,795,382,".

",0.597038
0,796,256,"  ",1.047818
0,797,6771," Let",0.724153
0,798,752," me",0.676231
0,799,12564," compute",1.203729
0,800,1447,":

",0.436664
0,801,256,"  ",1.155500
0,802,400," $",0.888381
0,803,1124," \",0.522571
0,804,37018,"frac",0.126569
0,805,35702,"{\",0.604718
0,806,2493,"pi",0.171192
0,807,15170,"}{",1.382637
0,808,17,"2",0.162566
0,809,92,"}",1.223329
0,810,488," +",0.573245
0,811,220," ",0.153881
0,812,17,"2",0.586619
0,813,59,"\",0.395638
0,814,2493,"pi",1.203616
0,815,308," n",0.960242
0,816,366," <",0.271974
0,817,220," ",0.499982
0,818,16,"1",0.379697
0,819,15,"0",0.010344
0,820,59,"\",0.791100
0,821,2493,"pi",0.776687
0,822,1124," \",0.537122
0,823,26243,"Rightarrow",1.050154
0,824,1124," \",0.479500
0,825,37018,"frac",0.151376
0,826,35702,"{\",0.588987
0,827,2493,"pi",0.085116
0,828,15170,"}{",1.485563
0,829,17,"2",0.244960
0,830,92,"}",0.551213
0,831,366," <",0.888195
0,832,220," ",0.266332
0,833,16,"1",0.152159
0,834,15,"0",0.004385
0,835,59,"\",0.880179
0,836,2493,"pi",1.108724
0,837,481," -",0.274578
0,838,220," ",0.449133
0,839,17,"2",0.251508
0,840,59,"\",1.228129
0,841,2493,"pi",0.343370
0,842,308," n",1.014702
0,843,1124," \",0.544291
0,844,26243,"Rightarrow",1.619536
0,845,1124," \",0.454513
0,846,37018,"frac",0.317875
0,847,35702,"{\",0.560151
0,848,2493,"pi",0.411398
0,849,15170,"}{",1.158564
0,850,17,"2",0.106703
0,851,92,"}",1.005055
0,852,366," <",1.229996
0,853,220," ",0.474936
0,854,16,"1",0.579358
0,855,15,"0",0.562813
0,856,59,"\",0.579517
0,857,2493,"pi",1.490706
0,858,481," -",1.091792
0,859,220," ",0.379365
0,860,17,"2",0.528570
0,861,59,"\",0.654912
0,862,2493,"pi",0.839967
0,863,308," n",1.106253
0,864,1124," \",0.514779
0,865,26243,"Rightarrow",1.729324
0,866,1124," \",0.437840
0,867,37018,"frac",0.287816
0,868,90,"{",0.859995
0,869,16,"1",0.267433
0,870,15170,"}{",0.615488
0,871,17,"2",0.052662
0,872,92,"}",0.707764
0,873,366," <",0.612681
0,874,220," ",0.454969
0,875,16,"1",0.281929
0,876,15,"0",0.552701
0,877,481," -",0.403727
0,878,220," ",0.314891
0,879,17,"2",0.614110
0,880,77,"n",1.381522
0,881,1124," \",0.512886
0,882,26243,"Rightarrow",1.575654
0,883,220," ",0.728375
0,884,17,"2",0.291199
0,885,77,"n",0.339299
0,886,366," <",0.780747
0,887,220," ",0.312313
0,888,16,"1",0.168610
0,889,15,"0",0.091365
0,890,481," -",0.574937
0,891,1124," \",0.598769
0,892,37018,"frac",0.372398
0,893,90,"{",0.467980
0,894,16,"1",0.253560
0,895,15170,"}{",1.004067
0,896,17,"2",0.177202
0,897,92,"}",1.074451
0,898,284," =",0.615019
0,899,220," ",0.277805
0,900,24,"9",0.316813
0,901,13,".",0.341951
0,902,20,"5",1.089146
0,903,1124," \",0.612874
0,904,26243,"Rightarrow",0.295927
0,905,308," n",0.612645
0,906,366," <",0.318200
0,907,220," ",0.246687
0,908,19,"4",0.416799
0,909,13,".",0.393101
0,910,22,"7",0.149796
0,911,20,"5",0.445516
0,912,8672," $.",0.872563
0,913,8704," Since",0.932793
0,914,400," $",0.410185
0,915,308," n",0.912934
0,916,400," $",0.420303
0,917,1969," must",0.228579
0,918,387," be",0.800746
0,919,458," an",0.382311
0,920,7546," integer",1.472634
0,921,11,",",1.172459
0,922,279," the",0.791676
0,923,7192," maximum",0.754395
0,924,897," value",0.447276
0,925,315," of",0.285282
0,926,400," $",0.310768
0,927,308," n",0.593020
0,928,400," $",0.658716
0,929,374," is",0.655112
0,930,220," ",0.180622
0,931,19,"4",0.896449
0,932,13,".",1.119465
0,933,15277," Therefore",0.292935
0,934,11,",",1.284978
0,935,5916," starting",0.187472
0,936,504," from",0.451903
0,937,400," $",0.274303
0,938,308," n",0.671788
0,939,284," =",0.452028
0,940,220," ",0.397444
0,941,15,"0",0.627909
0,942,400," $",0.876997
0,943,11,",",1.409276
0,944,582," we",0.188542
0,945,633," get",1.353289
0,946,9904," solutions",0.355100
0,947,518," at",1.133243
0,948,400," $",0.425209
0,949,308," n",0.641068
0,950,284," =",0.284990
0,951,220," ",0.447769
0,952,15,"0",0.766487
0,953,11,",",0.275753
0,954,220," ",0.724655
0,955,16,"1",0.387383
0,956,11,",",0.279978
0,957,220," ",0.772565
0,958,17,"2",0.172133
0,959,11,",",0.234536
0,960,220," ",0.557680
0,961,18,"3",0.675777
0,962,11,",",0.240313
0,963,220," ",0.366198
0,964,19,"4",0.706316
0,965,400," $",1.405382
0,966,11,",",1.079081
0,967,892," which",0.657676
0,968,6696," gives",1.197683
0,969,220," ",0.169405
0,970,20,"5",0.917611
0,971,9904," solutions",1.081920
0,972,369," for",1.242467
0,973,400," $",0.520214
0,974,1124," \",0.603262
0,975,15940,"sin",0.131212
0,976,11520,"(\",0.737521
0,977,15976,"theta",0.847121
0,978,8,")",0.266096
0,979,284," =",0.296146
0,980,220," ",0.670495
0,981,16,"1",0.689557
0,982,400," $",1.227916
0,983,382,".

",0.550426
0,984,256,"  ",0.978796
0,985,34239," Similarly",0.639047
0,986,11,",",0.696140
0,987,369," for",0.291060
0,988,400," $",0.307822
0,989,1124," \",0.622834
0,990,15940,"sin",0.253161
0,991,11520,"(\",1.224813
0,992,15976,"theta",1.046072
0,993,8,")",0.372721
0,994,284," =",0.446854
0,995,481," -",0.851188
